Filename,Autor,Titulo Cartel,Tipo,Codigo,Tecnica,Dimensiones,,Año,Prioridad,en Colección,Cantidad,Pais,Director,Observaciones 
ICAIC_Carteles_20160627_0001.jpg,Eduardo Muñoz Bachs,Retrospectiva de cine mexicano,Retrospectivas,RE02,Serigrafía,51 in,76 in,1975,A,Cinemateca,1,,,
ICAIC_Carteles_20160627_0002.jpg,Antonio Fernández Reboiro,Panorama del cine. Cine Estudio 1,Ciclo,CI15,Serigrafía,51 in,76 in,1974,,Cinemateca,3,,,
ICAIC_Carteles_20160627_0003.jpg,Manuel Marcel,Mujer transparente*,Filme,FI0934,Serigrafía,51 in,76 in,1990,A,Cinemateca,1,Cuba,"Héctor Veitía, Mayra Segura, Mayra Vilasis, Mario Crespo, Ana Rodríguez",
ICAIC_Carteles_20160627_0004.jpg,Antonio Fernández Reboiro,15 Aniversario Cinemateca de Cuba,Aniversario,AN06,Serigrafía,51 in,76 in,1975,,Cinemateca,5,,,
ICAIC_Carteles_20160627_0005.jpg,Antonio Fernández Reboiro,Ociel del Toa,Filme,FI0086,Serigrafía,51 in,76 in,1966,,Cinemateca,2,Cuba ,Nicolas Guillén Lándrian,
ICAIC_Carteles_20160627_0006.jpg,Antonio Fernández Reboiro,LBJ,Filme,FI0104,Serigrafía,51 in,76 in,1968,,Cinemateca,4,Cuba,Santiago Álvarez,
ICAIC_Carteles_20160627_0007.jpg,Antonio Fernández Reboiro,"Retablo para Romeo y Julieta, Un",Filme,FI0570,Serigrafía,51 in,76 in,1973,,Cinemateca,1,Cuba,Antonio Fernández Reboiro,
ICAIC_Carteles_20160627_0008.jpg,Antonio Fernández Reboiro,Joan Manuel Serrat.,Filme,FI1014,Serigrafía,51 in,76 in,1977,,Cinemateca,1,Cuba (No se lee),No se lee,
ICAIC_Carteles_20160627_0009.jpg,Antonio Fernández Reboiro,Nosotros,Filme,FI0329,Serigrafía,51 in,76 in,1977,,cinemateca,1,Cuba,Luis Felipe Bernaza,
ICAIC_Carteles_20160627_0010.jpg,Antonio Fernández Reboiro,Debemos saber,Filme,FI0340,Serigrafía,51 in,76 in,1979,,Cinemateca ,1,Cuba,Idelfonso Ramos,
ICAIC_Carteles_20160627_0011.jpg,Roberto Ramos,Afuera,Filme,FI1235,Serigrafía,51 in,76 in,2012,,Cinemateca,5,Cuba,Vanessa Portieles,
ICAIC_Carteles_20160627_0012.jpg,Roberto Ramos,Jirafas,Filme,FI 1251,Serigrafía,76 in,51 in,2013,,Cinemateca,10,Cuba,Enrique Álvarez,
ICAIC_Carteles_20160627_0013.jpg,Roberto Ramos,En el cuerpo equivocado,Filme,FI 1259,Serigrafía,76 in,51 in,2010,,cinamteca,3,Cuba,Marilyn Solaya,
ICAIC_Carteles_20160627_0014.jpg,Roberto Ramos,Marina,Filme,FI 1218,Serigrafía,51 in,76 in,2011,,Cinemateca,7,Cuba,Enrique Álvarez,
ICAIC_Carteles_20160628_1129.jpg,Eduardo Moltó,Ciudad en rojo,Filme,,off-set,46 in,66 in,2009,F,Cinemateca,3,Cuba,Rebeca Chavéz,
ICAIC_Carteles_20160627_0016.jpg,Antonio Fernández Reboiro,"Primer correo, El",Filme,FI0126,Serigrafía,51 in,76 in,1969,,Cinemateca,1,Bulgaria - URSS ,,
ICAIC_Carteles_20160627_0017.jpg,Antonio Fernández Reboiro,Tránsito,Filme,FI0057,Serigrafía,52 in,78 in,1964,,Cinemateca,1,Cuba,Eduardo Manet,
ICAIC_Carteles_20160627_0018.jpg,Antonio Fernández Reboiro,Rodeo,Filme,FI0196,Serigrafía,51 in,76 in,1972,,Cinemateca,5,Cuba,Enrique Pineta - Barnet,
ICAIC_Carteles_20160627_0019.jpg,Antonio Fernández Reboiro,"Nosotros, la música",Filme,FI0055,Serigrafía,52 in,78 in,1964,,Cinemateca,3,Cuba,Rogelio París,
ICAIC_Carteles_20160627_0020.jpg,Antonio Fernández Reboiro,Huelga,Filme,FI0304,Serigrafía,51 in,76 in,1976,,Cinemateca,2,URSS,Serguei M. Eisenstein,Cinemateca
ICAIC_Carteles_20160627_0021.jpg,Antonio Fernández Reboiro,ICAIC 15,Aniversario,AN34,Serigrafía,51 in,76 in,1974,,Cinemateca,1,,,
ICAIC_Carteles_20160627_0022.jpg,Antonio Fernández Reboiro,Hombres de Renté,Filme,FI0064,Serigrafía,52 in,78 in,1965,,Cinemateca,1,Cuba,Rogelio París,
ICAIC_Carteles_20160627_0023.jpg,Antonio Fernández Reboiro,"Historia del ron, La",Filme,FI0752,Serigrafía,51 in,76 in,1980,,Cinemateca,2,Cuba,Jorge Sotolongo,
ICAIC_Carteles_20160627_0024.jpg,Antonio Fernández Reboiro,Deporte en el cine,Ciclo,FI0478,Serigrafía,51 in,76 in,1975,,Cinemateca,2,,,
ICAIC_Carteles_20160627_0025.jpg,Antonio Fernández Reboiro,Cumbite,Filme,FI0046,Serigrafía,52 in,78 in,1964,,Cinemateca,2,Cuba,Tomás Gutiérrez Alea,
ICAIC_Carteles_20160627_0026.jpg,Antonio Fernández Reboiro,"Cecilia I,II",Filme,FI0459,Serigrafía,51 in,76 in,1982,,Cinemateca,3,Cuba,Humberto Solás,
ICAIC_Carteles_20160627_0027.jpg,Antonio Fernández Reboiro,Semana de cine de la República Democrática Alemana,Semana,SE12,Serigrafía,51 in,76 in,1978,,Cinemateca,3,,,
ICAIC_Carteles_20160627_0028.jpg,Raúl Valdés,6ta. Muestra Nacional de Nuevos Realizadores,MNNR,JR07,Serigrafía,51 in,76 in,2008,A,Cinemateca,5,,,
ICAIC_Carteles_20160627_0029.jpg,Raúl Valdés,7ma. Muestra de Nuevos Realizadores,MNNR,JR08,Serigrafía,51 in,76 in,2008,A,Cinemateca,11,,,
ICAIC_Carteles_20160627_0030.jpg,Raúl Valdés,8va. Muestra de Nuevos Realizadores,MNNR,JR09,Serigrafía,51 in,76 in,2010,A,Cinemateca,2,,,
ICAIC_Carteles_20160627_0031.jpg,Antonio Fernández Reboiro,"Arte del tabaco, El",Filme,FI0318,Serigrafía,51 in,76 in,1977,,Cinemateca,2,Cuba,Tomás Gutiérrez Alea,
ICAIC_Carteles_20160627_0032.jpg,Raúl Valdés,10ma Muestra Joven,MNNR,JR11,Serigrafía,51 in,76 in,,,Cinemateca,6,,,
ICAIC_Carteles_20160627_0033.jpg,Raúl Valdés,9na Muestra de Jóvenes Realizadores,MNNR,JR10,Serigrafía,51 in,76 in,2011,A,Cinemateca,1,,,
ICAIC_Carteles_20160627_0034.jpg,Raúl Valdés,12 Muestra Joven ICAIC,MNJR,,Serigrafía,76 in,51 in,2013,A,Cinemateca,2,,,
ICAIC_Carteles_20160627_0035.jpg,Raúl Valdés,13 Muestra Joven ICAIC,MNJR,JR 14,Serigrafía,76 in,51 in,2014,A,Cinemateca,3,,,
ICAIC_Carteles_20160627_0036.jpg,Alfredo González Rostgaard,"Furia de los vikingos, La",Filme,FI0065,Serigrafía,51 in,76 in,1965,A,Cinemateca,4,Francia - Italia,Mario Bava,
ICAIC_Carteles_20160627_0039.jpg,Alfredo González Rostgaard,Hasta la victoria siempre,Filme,FI0102,Serigrafía,51 in,76 in,1968,A,Cinemateca,6,Cuba ,Santiago Álvarez,
ICAIC_Carteles_20160627_0041.jpg,Antonio Fernández Reboiro,"Che comandante, amigo",Filme,FI0335,Serigrafía,51 in,76 in,1978,,Cinemateca,4,Cuba,Bernabé Hernández,
ICAIC_Carteles_20160627_0042.jpg,Alfredo González Rostgaard,Cimarrón,Filme,FI0582,Serigrafía,51 in,76 in,1967,A,Cinemateca,3,Cuba,Sergio Giral,
ICAIC_Carteles_20160627_0043.jpg,Alfredo González Rostgaard,Now,Filme,FI0066,Serigrafía,52 in,78 in,1965,A,Cinemateca,8 (1 pequeño formato),Cuba,Santiago Álvarez,
ICAIC_Carteles_20160627_0044.jpg,Alfredo González Rostgaard,"Ausencia, La",Filme,FI0105,Serigrafía,51 in,76 in,1968,A,Cinemateca,1,Cuba ,Alberto Roldán,
ICAIC_Carteles_20160628_1099.jpg,Alexander Rodríguez,"Maestrico, El",Filme,FI 1258,Offset,61 in,41 in,2013,F,Cinemateca,1,Cuba,Isis Chaviano,
ICAIC_Carteles_20160627_0045.jpg,Alexander Rodríguez,"Maestrico, El",Filme,FI 1258,Serigrafía,76 in,51 in,2013,A,Cinemateca,5,Cuba,Isis Chaviano,
ICAIC_Carteles_20160627_0046.jpg,Alexander rodríguez,Quietud interrumpida,Filme,,Serigrafía,76 in,51 in,2007,A,Cinemateca,8,Cuba,Alexander Rodríguez,
ICAIC_Carteles_20160627_0047.jpg,Alexander Rodríguez,"Hombre que quería, El",Filme,FI 1253,Serigrafía,76 in,51 in,2013,A,Cinemateca,7,Cuba,Alexander Rodríguez,
ICAIC_Carteles_20160627_0048.jpg,Mario Rivas,Fernanda,Filme,,Serigrafía,76 in,51 in,,,Cinemateca,5,,,
ICAIC_Carteles_20160627_0049.jpg,Mario Rivas,Fernanda y el extraño caso del Dr.X y Mr Jai,Filme,,Serigrafía,76 in,51 in,,,Cinemateca,5,,,
ICAIC_Carteles_20160627_0050.jpg,Antonio Fernández Reboiro,"Adelante, soviet",Filme,FI0314,Serigrafía,51 in,76 in,1977,,Cinemateca,2,URSS,Dziga Vertov,Cinemateca
ICAIC_Carteles_20160627_0051.jpg,Claudio Sotolongo,1912. Voces para un silencio,Filme,FI1209,Serigrafía,51 in,76 in,2010,A,Cinemateca,4,Cuba,Gloria Rolando,
ICAIC_Carteles_20160627_0052.jpg,Claudio Sotolongo,Copa y espada,Filme,FI1231,Serigrafía,51 in,76 in,2012,A,Cinemateca,6,Cuba,Lourdes de los Santos,
ICAIC_Carteles_20160627_0053.jpg,Claudio Sotolongo,Premio Nacional de Cine Eslinda Núñez,Homenaje,HO 16,Serigrafía,51 in,76 in,2011,A,Cinemateca,5,Cuba,,
ICAIC_Carteles_20160627_0054.jpg,Claudio Sotolongo,Hemingway,Filme,FI0588,Serigrafía,51 in,76 in,2006,A,Cinemateca,7,Cuba,Fausto Canel,
ICAIC_Carteles_20160627_0055.jpg,Claudio Sotolongo,Homenaje a Adolfo Llaurado,Homenaje,HO10,Serigrafía,51 in,76 in,2009,A,Cinemateca,14,,,
ICAIC_Carteles_20160627_0056.jpg,Claudio Sotolongo,Muestra de cine holandés contemporáneo,Muestras,MU03,Serigrafía,51 in,76 in,2006,A,Cinemateca,12,,,
ICAIC_Carteles_20160627_0057.jpg,Claudio Sotolongo,Muestra del nuevo cine de Uruguay,Muestras,MU04,Serigrafía,51 in,76 in,2006,A,Cinemateca,6,,,
ICAIC_Carteles_20160627_0058.jpg,Carlos Suárez Muría,3er Festival Internacional para la niñez y la adolescencia,Festivales,FE50,Serigrafía,51 in,76 in,2008,A,,,,,
ICAIC_Carteles_20160627_0059.jpg,Claudio Sotolongo,Homenaje Alfred Hitchcock,Homenaje,HO05,Serigrafía,51 in,76 in,2006,A,Cinemateca,23,,,
ICAIC_Carteles_20160627_0060.jpg,Claudio Sotolongo,Homenaje a Rosa Fornes,Homenaje,HO11,Serigrafía,51 in,76 in,2010,A,,,,,
,Claudio Sotolongo,Homenaje a Rosa Fornés,Homenaje,,Serigrafía,76 in,51 in,,,Cinemateca,14,,,
ICAIC_Carteles_20160627_0061.jpg,Silvio Martínez Cabrera,Puerto Rico,Filme,FI0945,Serigrafía,51 in,76 in,1975,,Cinemateca,4,Cuba,"Fernando Pérez, Jesús Díaz",
ICAIC_Carteles_20160627_0062.jpg,Erick Silva,"Mundos de Jose Massip, Los",Filme,FI 1294,Serigrafía,76 in,51 in,2011,A,cinemateca,7,,,
ICAIC_Carteles_20160627_0063.jpg,Claudio Sotolongo,40. Aniversario Lucía,Aniversario,AN44,Serigrafía,51 in,76 in,2008,A,Cinemateca,6,,,
ICAIC_Carteles_20160627_0064.jpg,Carlos Suárez Muría,Cubanima Festival de animación para la niñez y la adolescencia,Festivales,,Serigrafía,76 in,51 in,2010,A,Cinemateca,2,,,
ICAIC_Carteles_20160627_0065.jpg,Erick Silva,50 que no se olvidan,Ciclo ,CI 27,Serigrafía,76 in,51 in,2010,A,Cinemateca,5,,,
ICAIC_Carteles_20160627_0066.jpg,Erick Silva,Aniversario 40 Por un cine imperfecto,Aniversario,AN49,Serigrafía,51 in,76 in,2009,A,Cinemateca,8,,,
ICAIC_Carteles_20160627_0067.jpg,Raúl Valdés,Vinci,Filme ,FI1228,Serigrafía,51 in,76 in,2011,A,Cinemateca,17,Cuba,Eduardo del Llano,
ICAIC_Carteles_20160627_0068.jpg,Erick Silva,Historias de la música en Cuba,Ciclo,,Serigrafía,76 in,51 in,2013,A,Cinemateca,8,,,
ICAIC_Carteles_20160627_0069.jpg,Waldo Saavedra,Hello Hemingway,Filme,FI0394,Serigrafía,51 in,76 in,1991,A,Cinemateca,5,Cuba,Jorge Luis Sánchez,
ICAIC_Carteles_20160627_0071.jpg,Raúl Valdés,Kangamba,Filme,FI0633,Serigrafía,51 in,76 in,2008,A,Cinemateca,22,Cuba,Rogelio París,
ICAIC_Carteles_20160627_0072.jpg; ICAIC_Carteles_20160627_0075.jpg,Raúl Valdés,Muestra de Cine. Turismo y Medio ambiente. Las terrazas,Muestras,MU10,Serigrafía,51 in,76 in,2010,A,Cinemateca,3,,,
ICAIC_Carteles_20160627_0073.jpg,Raúl Valdés,Omega 3,Filme,FI 1246,Serigrafía,51 in,76 in,2014,A,,,Cuba,Eduardo del Llano,
ICAIC_Carteles_20160627_0074.jpg,Nelson Ponce / Raúl Valdés (Raupa),De pueblo a pueblo,Filme,FI1183,Serigrafía,51 in,76 in,2009,A,Cinemateca,25,Cuba,Consuelo Elba,
ICAIC_Carteles_20160627_0076.jpg,Raúl Valdes,"Propietario, El",Filme,FI1063 ,Serigrafía,51 in,76 in,2007,A,Cinemateca,10,Cuba,"Ernesto Piña, Wilber Noguel",
ICAIC_Carteles_20160627_0077.jpg,Raúl Valdés,Conducta,Filme,FI 1255,Serigrafía,76 in,51 in,2013,A,Cinemateca,5,Cuba,Ernesto Daranas,
ICAIC_Carteles_20160627_0078.jpg,Raúl Valdés,"Dioses rotos, Los",Filme,FI0634,Serigrafía,51 in,76 in,2008,A,Cinemateca,1,Cuba,Ernesto Daranas,
ICAIC_Carteles_20160627_0079.jpg,Alberto Nodarse,Gangsters mafia y crimen organizado,Ciclo,CI 25,Serigrafía,51 in,76 in,2011,A,Cinemateca,7,,,
ICAIC_Carteles_20160627_0080.jpg,Raúl Valdés,2da semana de cine holandés,Semana,,Serigrafía,51 in,76 in,2008,A,Cinemateca,10,,,
ICAIC_Carteles_20160627_0081.jpg,Alberto Nodarse,Homenaje a León Hirzman,Homenaje,,Srigrafía,76 in,51 in,2013,A,Cinemateca,5,,,
ICAIC_Carteles_20160627_0082.jpg,Alberto Nodarse,Toma 2 La imagen del deseo,Ciclo,CI 28,serigrafía,76 in,51 in,2012,A,Cinemateca,5,,,
ICAIC_Carteles_20160627_0083.jpg,Alberto Nodarse,Jazz y Cine,Ciclo,CI 27,Serigrafía,76 in,51 in,2012,A,Cinemateca,2,,,
ICAIC_Carteles_20160627_0084.jpg,Alberto Nodarse,"Ciclo soberanos, cortes y cortesanas",Ciclo,CI 32,Serigrafía,76 in,51 in,2013,A,Cinemateca,7,,,
ICAIC_Carteles_20160627_0085.jpg,Alberto Nodarse,Con acompañamiento de ...Ennio Morricone,Ciclo,CI26,Serigrafía,51 in,76 in,2011,A,Cinemateca,7,,,
ICAIC_Carteles_20160627_0086.jpg,Reinerio Tamayo,"Hombre agradecido, El",Filme,FI0959,Serigrafía,51 in,76 in,1990,A,Cinemateca,7,Cuba,Tulio Raggi,
ICAIC_Carteles_20160627_0087.jpg,Reinerio Tamayo,Fuera de liga,Filme,,Serigrafía,51 in,76 in,2008,A,Cinemateca,14,Cuba,Ian Padrón,
ICAIC_Carteles_20160627_0088.jpg,Reinerio Tamayo,Habanastation,Filme,FI 1267,Serigrafía,76 in,51 in,2011,A,Cinemateca,8,,,
ICAIC_Carteles_20160627_0089.jpg,Alberto Nodarse,Ciclo cine a la carta,Ciclo,CI 30,Serigrafía,76 in,51 in,2013,,Cinemateca,5,,,
ICAIC_Carteles_20160627_0090.jpg,Claudio Sotolongo,Otra pelea cubana contra los demonios y el mar,Filme,FI1062,Serigrafía,51 in,76 in,2007,A,Cinemateca,11,Cuba,Tupac Pinilla,
ICAIC_Carteles_20160627_0091.jpg,Reinerio Tamayo,Premio Nacional de cine Juan Padrón,Homenaje,HO 06,Serigrafía,51 in,76 in,2008,A,Cinemateca,8,,,
ICAIC_Carteles_20160627_0092.jpg,Constante (Rapi) de Diego García,Kid Chocolate,Filme,FI0389,Serigrafía,51 in,76 in,1989,A,Cinemateca,2,Cuba,Gerardo Chijona,
ICAIC_Carteles_20160627_0093.jpg,Constante (Rapi) de Diego García,"Mascaró, el cazador americano",Filme,FI0400,Serigrafía,51 in,76 in,1991,A,Cinemateca,2,Cuba,Constante (Rapi) Diego,
ICAIC_Carteles_20160627_0094.jpg,Ricardo Reymena,María Antonia,Filme,FI0399,Serigrafía,51 in,76 in,1991,A,Cinemateca,4,Cuba,Sergio Giral,
ICAIC_Carteles_20160627_0095.jpg,Alberto Nodarse,The Beatles World Day,Otros,OT 16,Serigrafía,76 in,51 in,2014,A,Cinemateca,5,,,
ICAIC_Carteles_20160627_0096.jpg,Constante (Rapi) de Diego García,Adorables mentiras,Filme,FI0401,Serigrafía,51 in,76 in,1992,A,Cinemateca,3,Cuba,Gerardo Chijona,
ICAIC_Carteles_20160627_0097.jpg,Alberto Nodarse,"Y, sin embargo",Filme,FI 1224,Serigrafía,51 in,76 in,2011,A,Cinemateca,5,Cuba,Rudy Mora,
ICAIC_Carteles_20160627_0098.jpg,Claudio Sotolongo,Cabaret,Filme,FI1205,Serigrafía,51 in,76 in,2009,A,,,Estados Unidos,Bob Fosse,
ICAIC_Carteles_20160627_0099.jpg,Waldo Saavedra,"Fanguito, El",Filme,FI0398,Serigrafía,51 in,76 in,2006,A,Cinemateca,2,Cuba,Jorge Luis Sánchez,
ICAIC_Carteles_20160627_0100.jpg,Claudio Sotolongo,Tiempos modernos,Filme,FI1206,Serigrafía,51 in,76 in,2009,A,,,Estados Unidos,Charles Chaplin,
ICAIC_Carteles_20160627_0101.jpg,Nelson Ponce,Z,Filme,FI1207,Serigrafía,51 in,76 in,2009,A,,,Francia- Argelia,Costa Gavras,
ICAIC_Carteles_20160627_0568.jpg,Pablo Monterrey,Cinemateca de Cuba Aniversario 50,Aniversario,AN46 ,Serigrafía,51 in,76 in,2010,A,Cinemateca,4,,,
ICAIC_Carteles_20160627_0103.jpg,Nelson Ponce,Homenaje a Charles Chaplin,Homenaje,HO 22,Serigrafía,76 in,51 in,2015,A,Cinemateca,5,Cuba,,
ICAIC_Carteles_20160627_0104.jpg,Nelson Ponce,Homenaje a Charles Chaplin,Homenaje,HO 23,Serigrafía,76 in,51 in,2015,A,Cinemateca,5,Cuba,,
ICAIC_Carteles_20160627_0105.jpg,Pablo Monterrey,Homenaje a Charles Chaplin,Homenaje,HO 28,Serigrafía,76 in,51 in,2015,A,Cinemateca,5,Cuba,,
ICAIC_Carteles_20160627_0106.jpg,Darwin Fornés,Homenaje a Charles Chaplin,Homenaje,HO 36,Serigrafía,76 in,51 in,2015,A,Cinemateca,5,Cuba,,
ICAIC_Carteles_20160627_0107.jpg,Irelio Alonso,Homenaje a Charles Chaplin,Homenaje,HO 33,Serigrafía,76 in,51 in,2015,A,Cinemateca,5,Cuba,,
ICAIC_Carteles_20160627_0108.jpg,Maikel Martínez,Homenaje a Charles Chaplin,Homenaje,HO 31,Serigrafía,76 in,51 in,2015,A,Cinemateca,5,Cuba,,
ICAIC_Carteles_20160627_0109.jpg,Irelio Alonso,Homenaje a Charles Chaplin,Homenaje,HO 34,Serigrafía,76 in,51 in,2015,A,Cinemateca,5,Cuba,,
ICAIC_Carteles_20160627_0110.jpg,Irelio Alonso,Just Chaplin,Homenaje,HO 32,Serigrafía,76 in,51 in,2015,A,Cinemateca,5,Cuba,,
ICAIC_Carteles_20160627_0112.jpg,Alfredo González Rostgaard,"Muerte de un burócrata, La",Filme,FI0080,Serigrafía,51 in,76 in,1966,,Cinemateca,1,Cuba,Tomás Gutiérrez Alea,
ICAIC_Carteles_20160627_0133.jpg,Ernesto Ferrand,Fresa y chocolate,Filme,FI0406,Serigrafía,51 in,76 in,1994,A,Cinemateca,5,Cuba - España,Tomás Gutiérrez Alea - Juan Carlos Tabío,
ICAIC_Carteles_20160627_0114.jpg,Idania del Río,45 Aniversario. Cinemateca de Cuba,Aniversario,AN19,Serigrafía,51 in,76 in,2005,A,Cinemateca,5,,,
ICAIC_Carteles_20160627_0115.jpg,Idania del Río,Casa Vieja,Filme,FI1213,Serigrafía,51 in,76 in,2010,A,Cinemateca,1,Cuba,Lester Hamlet,
ICAIC_Carteles_20160627_0116.jpg,Idania del Río,Hart pasión por Cuba,Filme,FI 1242 ,Serigrafía,51 in,76 in,2013,A,Cinemateca,4,Cuba,Rolando Almirante,
ICAIC_Carteles_20160627_0117.jpg,María Carla del Río,Autorretrato con árbol,Filme,FI 1252,Serigrafía,76 in,51 in,2011,A,Cinemateca,3,Cuba,Juan Carlos Calahorra,
ICAIC_Carteles_20160627_0118.jpg,Néstor Coll Acosta,"Virgen del Cobre, La",Filme,FI0415,Serigrafía,51 in,76 in,1996,A,Cinemateca,2,Cuba,Felix de la Nuez,
ICAIC_Carteles_20160627_0119.jpg,Néstor Coll Acosta,Semana de cine cubano en Puerto Rico,Semana,SE21,Serigrafía,51 in,76 in,1984,A,Cinemateca,3,,,
ICAIC_Carteles_20160627_0120.jpg,Coll Néstor,Unesco Concierto Homenaje a Merceditas Valdés y Celina González,Otros,,Serigrafía,76 in,51 in,1996,A,Cinemateca,5,,,
ICAIC_Carteles_20160627_0121.jpg,Néstor Coll Acosta,"Mégano, El",Filme,FI0480,Serigrafía,51 in,76 in,2001,A,Cinemateca,4,Cuba,Julio García Espinosa,
ICAIC_Carteles_20160627_0122.jpg,Néstor Coll Acosta,Buscando a papá,Filme,FI0397,Serigrafía,51 in,76 in,1991,A,Cinemateca,2,Cuba,Idelfonso Ramos,
ICAIC_Carteles_20160627_0123.jpg,Néstor Coll Acosta,Hoy como ayer,Filme,FI0529,Serigrafía,51 in,76 in,1987,A,Cinemateca,1,Cuba - Mexico,Constante (Rapi) Diego - Sergio Vejar,
ICAIC_Carteles_20160627_0124.jpg,Néstor Coll Acosta,"Raíces de la salsa, Las",Filme,FI0490,Serigrafía,51 in,76 in,1993,A,Cinemateca,6,Cuba,Sergio Núñez,
ICAIC_Carteles_20160627_0125.jpg,Néstor Coll,5to Festival de Documentales Santiago Álvarez in memoriam,Festivales,FE52,Serigrafía,51 in,76 in,2004,,,,,,
ICAIC_Carteles_20160627_0126.jpg,Néstor Coll,7mo. Festival del Nuevo Cine Latinoamericano,Festivales,FE08,Serigrafía,51 in,76 in,1985,A,Cinemateca,1,,,
ICAIC_Carteles_20160627_0127.jpg,Coll Néstor,14 Taller Nacional de la crítica cinematográfica,Otros,,Serigrafía,76 in,51 in,2004,A,Cinemateca,1,,,
ICAIC_Carteles_20160627_0128.jpg,Néstor Coll,Muestra de filmes salvados por FIAF,Muestras,MU02,Serigrafía,51 in,76 in,1990,A,Cinemateca,5,,,
ICAIC_Carteles_20160627_0129.jpg,Alejandro fábregas,Buscando a Bosch,Filme,FI1210,Serigrafía,51 in,76 in,2010,A,Cinemateca,24,Cuba,Rolando Almirante,
,Néstor Coll,19 Festival Internacional del Nuevo Cine Latinoamericano,,,Srigrafía,51 in,56 in,1997,A,cinemateca,1,,,
ICAIC_Carteles_20160627_0129.jpg,Néstor Coll,19. Festival Internacional del Nuevo Cine Latinoamericano,Festivales,FE31,Serigrafía,51 in,76 in,1997,,Cinemateca,1,,,
ICAIC_Carteles_20160627_0130.jpg,Desconocido,Cinemateca de Cuba XXV Aniversario ,Aniversario,AN14,Serigrafía,51 in,76 in,1985,A,Cinemateca,1,,,
ICAIC_Carteles_20160627_0131.jpg,Damian F. Font,"Manos y el ángel, Las",Filme,FI0446,Serigrafía,51 in,76 in,2003,A,Cinemateca,3,Cuba,Esteban Insausti,
ICAIC_Carteles_20160627_0132.jpg,Desconocido,Espiral,Filme,FI0955,Serigrafía,51 in,76 in,1997,A,Cinemateca,6,Cuba,Miriam Talavera,
ICAIC_Carteles_20160627_0134.jpg,Ernesto Ferrand,XVI Festival Internacionaldel Nuevo Cine Latinoamericano,Festivales,FE24,Serigrafía,51 in,76 in,1994,A,Cinemateca,2,,,
ICAIC_Carteles_20160627_0135.jpg,Ernesto Ferrand,Talco para lo negro,Filme,FI0403,Serigrafía,51 in,76 in,1992,A,Cinemateca,5,Cuba,Arturo Sotto,
ICAIC_Carteles_20160627_0136.jpg,Moisés Finalé,15 Festival del Nuevo Cine Latinoamericano,Festivales,FE23,Serigrafía,51 in,76 in,1993,A,Cinemateca,1,,,
ICAIC_Carteles_20160627_0137.jpg,Modesto Braulio Florez,VIII Festival Internacional del Nuevo Cine Latinoamericano,Festivales,FE11,Serigrafía,51 in,76 in,1986,A,Cinemateca,2,,,
,Modesto Braulio Florez,VIII Festival Internacional del Nuevo Cine Latinoamericano,Festivales,FE12,Serigrafía,51 in,76 in,1986,,Cinemateca,2,,,
ICAIC_Carteles_20160627_0138.jpg,Fabián Muñoz Diaz,"Eterno sembrador, Un",Filme,FI0893,Serigrafía,51 in,76 in,1988,A,Cinemateca,1,Cuba,Octavio Cortazar,
ICAIC_Carteles_20160627_0140.jpg,Alejandro Fernández,XX Aniversario de la Escuela Internacional de Cine y Televisión,Aniversario,AN25,Serigrafía,51 in,76 in,2006,A,Cinemateca,5,,,
ICAIC_Carteles_20160627_0141.jpg,Fabián Muñoz Diaz,Buscando a Chano Pozo,Filme,FI0475,Serigrafía,51 in,76 in,1988,A,Cinemateca,5,Cuba,Rebeca Chávez,
ICAIC_Carteles_20160627_0142.jpg,Fabián Muñoz Diaz,"Che, entre leyendas",Filme,FI0388,Serigrafía,51 in,76 in,1989,A,Cinemateca,3,Cuba,Rebeca Chávez,
ICAIC_Carteles_20160627_0144.jpg,Eduardo Herrera (E.D.D.Y.),Hacerse el sueco*,Filme,FI0940,Serigrafía,51 in,76 in,2001,A,Cinemateca,3,Cuba ,Daniel Díaz Torres,
ICAIC_Carteles_20160627_0145.jpg,Eduardo Herrera (E.D.D.Y.),Miel para Oshún,Filme,FI0441,Serigrafía,51 in,76 in,2001,A,Cinemateca,3,Cuba,Humberto Solás,
ICAIC_Carteles_20160628_1137.jpg,Néstor Coll,XIV Festival Internacional del Nuevo Cine Latinoamericano,Festivales,FE20,Off-set,48 in,70 in,1992,F,Cinemateca,2,,,
ICAIC_Carteles_20160627_0147.jpg,Nelson Domínguez,"Profecías de Amanda, Las",Filme,FI0939,Serigrafía,51 in,76 in,1999,A,Cinemateca,2,Cuba ,Pastor Vega,
ICAIC_Carteles_20160627_0148.jpg,Yolanda Durán,Tuya para siempre,Filme,FI 1250,Serigrafía,76 in,51 in,2013,A,Cinemateca,7,Cuba,Pablo Massip,
ICAIC_Carteles_20160627_0149.jpg,Zaida del Rio,"Novia para David, Una",Filme,FI0375,Serigrafía,51 in,76 in,1985,A,cinemateca,4,Cuba,Orlando Rojas,
ICAIC_Carteles_20160627_0150.jpg,"Eduardo Marín, Manuel Marzel","Elefante y la bicicleta, El",Filme,FI0409,Serigrafía,51 in,76 in,1995,A,Cinemateca,4,Cuba,Juan Carlos Tabio,
ICAIC_Carteles_20160627_0151.jpg,"Eduardo Marín, Manuel Marzel",Madagascar,Filme,FI0410,Serigrafía,51 in,76 in,1995,A,Cinemateca,3,Cuba,Fernando Pérez,
